,,Dstat,bootmean,bootstd,Z,ABxxA,BAxxA,nloci
0,p3,0.3898136682014319,0.3898687934402129,0.019274027641849174,20.224816288788546,734.4101562499987,322.43677662036964,41828
0,p4,-0.21508737270198688,-0.21438056668628702,0.031104133601709206,6.915073586559171,229.19686053240716,354.8091869212959,41828
0,shared,0.20475030989353749,0.20458957976926348,0.012167347959198247,16.82785029080645,2098.0479524911743,1384.9110229276973,41828
1,p3,0.4615046196546929,0.4615420189362515,0.01702166405429506,27.112779231372617,953.6596478174608,351.3785094246022,42157
1,p4,-0.3052523492547808,-0.30538073316060793,0.042852335496736296,7.123353854961517,166.49741030092574,312.80585937499984,42157
1,shared,0.27300749564196575,0.27286793630375,0.010762669954784575,25.366149551078585,2402.242423707675,1371.87898866662,42157
2,p3,0.2329177961215431,0.23448387330327924,0.027485261905250906,8.474279667571421,394.6792679398155,245.55687624007848,42704
2,p4,0.02853098977441789,0.02977794196490917,0.03392934325683969,0.8408942536388893,176.8370949074073,167.02633101851833,42704
2,shared,0.32819022043551416,0.3287732242330853,0.010582861220962227,31.01148296128503,2662.963820152184,1346.9494877156983,42704
