,dstat,bootmean,bootstd,Z,ABBA,BABA,nloci
1044,0.14164163870574123,0.14216766887110988,0.0272358366728927,5.2005613195174725,675.7725694444441,508.08854166666646,20587
1460,0.14015732038333,0.14024556218580078,0.02816671455324714,4.975991080478083,643.2031249999998,485.0677083333335,20032
4873,0.20820021299254526,0.20751975710914142,0.04375281362765305,4.75855598143651,283.625,185.875,11138
1054,0.1331021362970246,0.13132989596256867,0.028063167359547683,4.742947743271768,648.3645833333337,496.0416666666662,20441
4,0.11939915717669958,0.1189061470561845,0.025296806645527525,4.719930023175844,799.4288194444438,628.8888888888889,23884
3746,0.133444458422443,0.13509920740332976,0.028335445863712366,4.7094532785643555,563.1093749999995,430.51562500000006,17144
1876,0.13624530514099478,0.13802108008139896,0.029426087559734082,4.630085629440912,595.5937499999997,452.76041666666697,19472
5480,0.15304028654630877,0.15070066806880128,0.03311801024295946,4.621059218943974,365.84166666666704,268.72708333333304,15177
5074,0.14562940065258462,0.1440490567361403,0.031596624733788575,4.609017636521552,451.6822916666669,336.8489583333334,17760
1252,0.1394044378454177,0.14059693749851027,0.030321807473456797,4.597497625016253,575.5416666666658,434.7083333333334,19276
1064,0.1309396689802456,0.13168499507814654,0.028653394832453216,4.569778546168693,617.8229166666663,474.7604166666664,19979
4658,0.13551514403038087,0.13678346161882926,0.029718084847042477,4.560022785043877,478.88281250000034,364.58072916666686,18308
1480,0.13639077988773438,0.13713124495764373,0.029954148264652845,4.553318581542886,594.6875,451.9375,19494
3766,0.13610221441608983,0.1368935792493312,0.030005919568077424,4.535845472334255,515.453125,391.953125,16648
3756,0.13486388767287644,0.1348255156042235,0.029791789363677268,4.526881082118052,546.8359375,416.8671875,17024
3618,0.12619534355479853,0.12657428038689902,0.02790395680718595,4.522489209211367,516.4661458333338,400.72135416666686,20160
420,0.11654809060493009,0.11721415557912679,0.02596418961955814,4.4888013957939,756.0833333333331,598.239583333334,23158
1059,0.13053584783619346,0.13271272361999692,0.029116934936356014,4.483158963040566,582.6145833333333,448.0729166666663,19811
3754,0.12774360299819054,0.1264712663466637,0.028587119579871215,4.468572030885458,568.1302083333331,439.4218750000003,17305
1262,0.1348790195211321,0.1358105398737316,0.03040097376526758,4.436667738427126,561.375,427.9375,19162
3744,0.12653989555056028,0.12667959026348594,0.028531337328414525,4.435119675394201,586.4618055555547,454.7118055555558,17442
5183,0.16430229558937323,0.16537901464302676,0.0370772657646172,4.43134875781932,282.125,202.5,17137
5490,0.15077181595031366,0.1514140081969943,0.034076634488209016,4.424492565499177,363.8177083333334,268.48437499999994,15116
4870,0.18070652173913043,0.1783290476794875,0.041079010272595036,4.398998917938508,298.71875,207.28125,11786
4034,0.13525341244108302,0.13614181193959388,0.030755742208854554,4.397663744305402,482.3437500000003,367.41145833333337,19493
3764,0.1288095786828214,0.1282831440742011,0.029389079838383386,4.382906147153019,535.708333333333,413.4479166666669,16896
3757,0.13515538587790346,0.13554933791338133,0.03091595565630481,4.371703316579855,497.109375,378.734375,16379
1470,0.13023763058202273,0.13052988953879543,0.02984275359656192,4.364129139779747,615.34375,473.53125,19899
5064,0.13154845082326325,0.13350918162181008,0.03025827069360346,4.347520456648976,454.64791666666736,348.9375000000009,17842
4559,0.16433189655172414,0.1629509172249943,0.03789649603302091,4.336334852925042,270.125,193.875,17007
1267,0.1354892667967661,0.1348455741635942,0.03145972244437113,4.306753406243361,509.125,387.625,18665
212,0.11893133141973923,0.11953139478293553,0.027839124225326427,4.27209313256853,659.8489583333326,519.5781249999999,22206
3751,0.14532284027901984,0.14551878330142784,0.034057482673422936,4.266987130919803,400.21875,298.65625,12779
3540,0.11575667880692994,0.11573351779457668,0.027234647246792726,4.250346176984611,728.3828125000001,577.2473958333338,22371
4796,0.1271273760881151,0.12755317442574615,0.02998654752693962,4.239480252733501,495.671875,383.859375,15503
1475,0.12802438559725662,0.12879440207939227,0.030205093432823963,4.238503214101373,555.09375,429.09375,19303
4842,0.13502520644913177,0.13378359172734666,0.03186193093867915,4.237822456805855,313.9882070594849,239.28268996628358,12209
3956,0.12069350845825885,0.12172554403878094,0.028521282416637806,4.231699917807786,679.0468750000002,532.7864583333334,21696
4806,0.13413636701613502,0.13335753713162127,0.03175251155421647,4.224433295208827,476.65625,363.90625,15196
3767,0.13777310608904572,0.13587066314994004,0.03279511769872594,4.2010249011668614,473.5625,358.875,16051
14,0.10842239597646439,0.10834492290679457,0.02591759561797488,4.1833508622716975,766.7656250000003,616.7604166666662,23701
1891,0.12926464591545467,0.13168083158127716,0.030950504951681376,4.176495540775738,519.25,400.375,18814
4143,0.15412186379928317,0.15254181481867812,0.03690727580295244,4.175920884059235,301.875,221.25,18753
4804,0.12811151676070376,0.12852320977309026,0.03071581196780537,4.170865380182143,495.6875000000001,383.10416666666674,15401
3747,0.13542690044961242,0.13562951471478815,0.03271156199106963,4.140031603705883,511.64583333333366,389.59375,16477
3761,0.1305707584050039,0.1304767208518207,0.03156005287740082,4.137216084910352,497.0625,382.25,16480
3749,0.1414819757783993,0.14055671582864657,0.0342545586731297,4.1303108625183365,418.7395833333336,314.93749999999983,12969
3759,0.12408327553468482,0.12208237850524724,0.030086797588871644,4.124176897463495,514.9062499999999,401.2291666666667,16727
1272,0.12839761843127104,0.12786218458153048,0.03113514593915415,4.123880410973247,544.875,420.875,18770
4648,0.12388125647389316,0.12350042649872729,0.030203724475332944,4.101522531602539,480.9093750000006,374.89166666666733,18400
4856,0.15520013771571836,0.1554265878967853,0.037871204802717516,4.098104048292166,307.5708333333334,224.92708333333343,12090
