,dstat,bootmean,bootstd,Z,ABBA,BABA,nloci
1044,0.14164163870574123,0.1416788759096823,0.02784802118033624,5.086237107782573,675.7725694444441,508.08854166666646,20587
3744,0.12653989555056028,0.12659014674745525,0.026495424488920137,4.775915011419302,586.4618055555547,454.7118055555558,17442
1460,0.14015732038333,0.1400978765169176,0.029453174636252424,4.758649012008962,643.2031249999998,485.0677083333335,20032
1876,0.13624530514099478,0.1363828753893612,0.028729201220223398,4.742397955884948,595.5937499999997,452.76041666666697,19472
1252,0.1394044378454177,0.14133195569509144,0.029939276762141358,4.656239325784135,575.5416666666658,434.7083333333334,19276
4,0.11939915717669958,0.11875493400397191,0.025863975426519407,4.616427104020315,799.4288194444438,628.8888888888889,23884
1262,0.1348790195211321,0.1344322035740448,0.02926313131436171,4.609179314140466,561.375,427.9375,19162
1064,0.1309396689802456,0.13123396290398556,0.028488892313974973,4.596165675280197,617.8229166666663,474.7604166666664,19979
3754,0.12774360299819054,0.12848769250589737,0.027839117308821378,4.588636973691419,568.1302083333331,439.4218750000003,17305
1480,0.13639077988773438,0.13615036369721062,0.029840682762360914,4.570632011803992,594.6875,451.9375,19494
420,0.11654809060493009,0.11576390997949286,0.025579854885585375,4.556245183025125,756.0833333333331,598.239583333334,23158
3764,0.1288095786828214,0.12780090360680926,0.02830423709193779,4.5508938560831815,535.708333333333,413.4479166666669,16896
1054,0.1331021362970246,0.132777571806407,0.02939242655429389,4.52845007713662,648.3645833333337,496.0416666666662,20441
3756,0.13486388767287644,0.13507494838282857,0.029807187672764225,4.524542508118129,546.8359375,416.8671875,17024
5074,0.14562940065258462,0.1452666224426419,0.03249016521434545,4.482261007041126,451.6822916666669,336.8489583333334,17760
3746,0.133444458422443,0.13393885542942166,0.02977805194604886,4.481302492997674,563.1093749999995,430.51562500000006,17144
3618,0.12619534355479853,0.12521791592609985,0.028218909179211143,4.472013526581197,516.4661458333338,400.72135416666686,20160
1470,0.13023763058202273,0.1288394046888036,0.029173892933124085,4.464184155353183,615.34375,473.53125,19899
4873,0.20820021299254526,0.2122296648209564,0.04665620000884527,4.462433994904726,283.625,185.875,11138
4034,0.13525341244108302,0.13383854279765434,0.03034166923168876,4.45767869289883,482.3437500000003,367.41145833333337,19493
5480,0.15304028654630877,0.15409510200670906,0.03433415939522598,4.457376829432102,365.84166666666704,268.72708333333304,15177
4658,0.13551514403038087,0.1365054174578152,0.030499645217808662,4.443171160274806,478.88281250000034,364.58072916666686,18308
3766,0.13610221441608983,0.13506389490377238,0.030753163205766425,4.425633015551706,515.453125,391.953125,16648
3956,0.12069350845825885,0.12247393940100562,0.02761415578434402,4.3707115075626035,679.0468750000002,532.7864583333334,21696
3540,0.11575667880692994,0.11521287734079796,0.026573102873714942,4.3561596610319775,728.3828125000001,577.2473958333338,22371
3747,0.13542690044961242,0.13739648853890157,0.031188575255734492,4.34219579891557,511.64583333333366,389.59375,16477
3833,0.17245704251849994,0.17256054708702878,0.039792021906922825,4.33396028283993,292.125,206.1875,12073
5183,0.16430229558937323,0.16213920158027365,0.037999315565931294,4.323822498968383,282.125,202.5,17137
4559,0.16433189655172414,0.1645194918162658,0.03814186410635785,4.308439044654132,270.125,193.875,17007
3749,0.1414819757783993,0.1405038976232679,0.03293559675289804,4.295716177237631,418.7395833333336,314.93749999999983,12969
5490,0.15077181595031366,0.15143148787075658,0.0351764128165572,4.28616234226552,363.8177083333334,268.48437499999994,15116
1475,0.12802438559725662,0.12819423500342833,0.029896237508971045,4.282290892251575,555.09375,429.09375,19303
3761,0.1305707584050039,0.12997445699702367,0.030507932122609445,4.279895401636804,497.0625,382.25,16480
1059,0.13053584783619346,0.12914624042927972,0.030505388804903083,4.2791078216060185,582.6145833333333,448.0729166666663,19811
3767,0.13777310608904572,0.13701364067495753,0.03243012462203053,4.248306403221568,473.5625,358.875,16051
4784,0.11783516218761633,0.11671909915991607,0.02788415133103542,4.225883039748973,531.6354166666666,419.55208333333337,15849
4038,0.1345537041383087,0.13195463091789178,0.031861007484369736,4.223146559452572,453.21875,345.71875,19022
3751,0.14532284027901984,0.1461259657646991,0.03441501739039801,4.222657761014695,400.21875,298.65625,12779
4870,0.18070652173913043,0.18064284507112569,0.04286153823788561,4.216053113544177,298.71875,207.28125,11786
4143,0.15412186379928317,0.15324108534734737,0.03665694331101799,4.204438501367317,301.875,221.25,18753
1267,0.1354892667967661,0.1358683488225218,0.03224307922666402,4.202119339914678,509.125,387.625,18665
3759,0.12408327553468482,0.12298933657587398,0.029666780378611042,4.18256628967212,514.9062499999999,401.2291666666667,16727
14,0.10842239597646439,0.1084813936094306,0.025946657647787905,4.178665223407223,766.7656250000003,616.7604166666662,23701
4767,0.14985521235521235,0.14885031700861,0.035989754067446485,4.163829852084476,297.8125,220.1875,17623
5064,0.13154845082326325,0.13223737036758895,0.03160720504679196,4.161976695772885,454.64791666666736,348.9375000000009,17842
4806,0.13413636701613502,0.1346602632450322,0.03230322758141688,4.152413769740453,476.65625,363.90625,15196
212,0.11893133141973923,0.11859762805996439,0.02865339619879878,4.1506888256661565,659.8489583333326,519.5781249999999,22206
3757,0.13515538587790346,0.13515610962739175,0.03256711526153025,4.150057037368462,497.109375,378.734375,16379
4791,0.15086743985430845,0.14896916008919192,0.03637010392615255,4.148116820359829,375.21875,276.84375,11739
3400,0.12228488052556234,0.12232525837941938,0.029492861036201107,4.146253575584389,477.5281250000009,373.4645833333342,19391
4794,0.12176136492204659,0.12044564033091563,0.029384755849737328,4.143691563907788,516.3958333333336,404.29166666666674,15733
