,dstat,bootmean,bootstd,Z,ABBA,BABA,nloci
68,0.38695878143365453,0.3867770041619031,0.015345672872546415,25.21614950660966,1806.8749999999995,798.6458333333336,29806
8,0.38342710399027174,0.384134704612747,0.015641862867519972,24.51287977894569,1749.137499999999,779.5645833333335,30663
188,0.38095713358950045,0.3807722144283748,0.01583725944176299,24.054485878087796,1729.5625,775.3125,28296
98,0.374478388542579,0.37488926863274463,0.016190180938669495,23.129969329011928,1667.5,758.875,28161
218,0.3796511041645659,0.37957517391049467,0.01650782086974625,22.998256835967332,1710.25,769.0,28180
158,0.3743847874720358,0.3734436810818332,0.016491971073435988,22.701033478955488,1535.875,699.125,25764
38,0.359273234156072,0.3599844313424185,0.0160088699428384,22.44213585586618,1767.4375,833.125,29888
62,0.33327629435090883,0.3325678339805553,0.015288514842115547,21.79912815552408,1866.739583333333,933.4895833333333,31146
96,0.3245506439590508,0.3245180792770237,0.015096761900783028,21.498030245957395,1754.78125,894.84375,29028
92,0.3376004259026232,0.33786553832480143,0.01577488631940091,21.40113209484253,1727.34375,855.40625,29330
6,0.3252484369086145,0.3256867444034734,0.015448393876055356,21.05386744525862,1882.023958333332,958.2343749999985,31901
182,0.3288897778614458,0.3290299586408536,0.015716459593390263,20.92645458139721,1764.765625,891.234375,29439
36,0.3244889553662396,0.32476825585354496,0.01551624179317197,20.912857616657742,1909.375,973.8125,30959
212,0.32782165968785687,0.32787366255035755,0.01570648730433328,20.871736202748135,1744.09375,882.90625,29303
2,0.33661816304844744,0.3362888738632695,0.016140427584927744,20.85559141957232,1839.6265625000008,913.0317708333332,32190
128,0.3389795282136548,0.338758429030652,0.01644325583802638,20.615110021565,1610.625,795.125,28252
126,0.31784575410416915,0.3176976628974956,0.01544184876834813,20.583400269770305,1743.46875,902.46875,29172
66,0.3208074780365108,0.320993635637102,0.015646174990793155,20.503891732342694,1909.0208333333326,981.6666666666667,30903
152,0.32968464946572845,0.3296415705201427,0.01618827420555167,20.365645236764344,1594.375,803.75,26795
32,0.3181593604024434,0.3183710814980277,0.015705762362267096,20.257492318030828,1834.21875,948.78125,31261
90,0.28286826235074913,0.28246034613302695,0.014079530695339152,20.090745101638156,1818.125,1016.34375,30374
30,0.2815451939037272,0.2809158984294845,0.014207279946956749,19.81696672092642,1990.5,1115.90625,32559
186,0.31120148628135125,0.31108744296141516,0.0158057990053686,19.689070206172335,1808.515625,950.046875,29210
156,0.32372669540156596,0.32394842158664283,0.01647045494629162,19.654994136907806,1621.9375,828.625,26596
216,0.3094458813027855,0.3097368606599167,0.016116635573565585,19.200401962946714,1787.84375,942.84375,29070
122,0.2931587254611818,0.29393883165485774,0.015634899572854067,18.750278765472572,1638.59375,895.65625,29397
120,0.27240259017779656,0.2712241610406098,0.014984551045159295,18.17889567440829,1786.890625,1021.796875,30485
0,0.27572491173195374,0.2765080768085492,0.015168774860210454,18.17713785542521,1986.6083333333345,1127.8692708333326,33712
101,0.30568150013993844,0.3047593211045881,0.016943010377308873,18.041746616016123,1457.875,775.25,27668
60,0.26674812491295996,0.2667060137536404,0.014803286704633118,18.019520275147638,1989.7578124999995,1151.7630208333333,32476
150,0.2748254552316256,0.27548762065193944,0.015321725823419289,17.936977752960072,1688.984375,960.765625,27791
11,0.3027261316806586,0.30254211856759194,0.017557731782429902,17.241756249152747,1526.5833333333337,817.0916666666662,30061
41,0.2821830192141341,0.2811844557786427,0.01652211452067984,17.079110477108774,1528.5625,855.75,29345
180,0.25740655430414133,0.25697169920122176,0.015252144656926116,16.87674488369418,1855.1953125,1095.6328125,30530
71,0.2955681670493437,0.29537498394601586,0.01772771862426866,16.6726567198963,1557.5833333333337,846.8958333333331,29226
221,0.29260590221060656,0.2932348509974507,0.01761956988432429,16.606869755142608,1483.75,812.0,27659
99,0.2493330597168069,0.2481988149692085,0.015109460790925401,16.50178409189519,1522.0,914.5,28549
191,0.29140200556801904,0.29144523972975817,0.01771117949213651,16.45299827136849,1493.0625,819.25,27774
210,0.25639953691793155,0.2567355157050933,0.015970852228993682,16.05421759851116,1831.359375,1083.890625,30363
161,0.29664588898783023,0.29660599507546453,0.018744946806723676,15.825379076638697,1365.125,740.5,25361
39,0.2431154249861424,0.24307378313152675,0.015739050346122496,15.446638751367663,1646.953125,1002.765625,30416
9,0.2390553510912375,0.239845988324803,0.016444111271297582,14.537444264835235,1629.6791666666672,1000.8395833333332,31300
127,0.2807196198234895,0.2806076270020291,0.019500115635092435,14.395792572547931,1414.875,794.625,25306
129,0.22427882756309453,0.22358513937027388,0.015579508545492813,14.395757536779227,1484.09375,940.34375,28644
37,0.27304485907105996,0.27294687422838504,0.018975637941955892,14.389232125226572,1503.1875,858.375,26673
159,0.23388686377750775,0.23409749175150812,0.016676893533812034,14.024606159612837,1428.03125,886.65625,26202
131,0.24912802332894962,0.24961499478295476,0.017832116190073917,13.97074921862748,1365.375,820.75,27737
121,0.231980115990058,0.23252261018710071,0.016723991132090724,13.871097763555042,1440.53125,898.03125,26298
69,0.22574795308267867,0.22505539256432,0.01645055255463234,13.722818873893077,1647.5520833333333,1040.6874999999998,30331
7,0.2558884048869919,0.25649851156747105,0.018860230596199984,13.567618040605986,1445.7604166666663,856.6104166666669,27348
97,0.2580031147257311,0.2570839268681467,0.019249085656707916,13.403395845756563,1363.125,804.0,25195
189,0.2163902319603403,0.21560853648041794,0.016506961899968017,13.10902837673355,1552.703125,1000.265625,28693
219,0.2186774655538545,0.21850299620573385,0.016825049759451195,12.997136334233783,1542.3125,988.8125,28559
