"test","stat","Dstat","bootmean","bootstd","Z","ABxxA","BAxxA","nloci","pHolm"
0,"p3",0.389813668201432,0.389868793440213,0.0192740276418492,20.2248162887885,734.410156249999,322.43677662037,41828,5.92105597829662e-91
0,"p4",-0.215087372701987,-0.214380566686287,0.0311041336017092,6.91507358655917,229.196860532407,354.809186921296,41828,4.67620572684654e-12
0,"shared",0.204750309893537,0.204589579769263,0.0121673479591982,16.8278502908064,2098.04795249117,1384.9110229277,41828,1.52540631774176e-63
1,"p3",0.461504619654693,0.461542018936252,0.0170216640542951,27.1127792313726,953.659647817461,351.378509424602,42157,6.96037919167859e-162
1,"p4",-0.305252349254781,-0.305380733160608,0.0428523354967363,7.12335385496152,166.497410300926,312.805859375,42157,1.05331931754261e-12
1,"shared",0.273007495641966,0.27286793630375,0.0107626699547846,25.3661495510786,2402.24242370767,1371.87898866662,42157,5.96289790264457e-142
2,"p3",0.232917796121543,0.234483873303279,0.0274852619052509,8.47427966757142,394.679267939815,245.556876240078,42704,2.36538562867919e-17
2,"p4",0.0285309897744179,0.0297779419649092,0.0339293432568397,0.840894253638889,176.837094907407,167.026331018518,42704,0.400407177912516
2,"shared",0.328190220435514,0.328773224233085,0.0105828612209622,31.011482961285,2662.96382015218,1346.9494877157,42704,3.77436011761914e-211
